id,model,makeId,typeId
5238,C400 4 MATIC COUPE,67,1
5239,C43 AMG,67,1
5240,C55 AMG,67,1
5241,C63 AMG,67,1
5242,CL 500,67,1
5243,CL 600,67,1
5244,CLA 200,67,1
5245,CLA 200 URBAN,67,1
5246,CLA 250,67,1
5247,CLA 45 AMG 4MATIC,67,1
5248,CLC 200 KOMPRESSOR,67,1
5249,CLC 230,67,1
5250,CLC 250,67,1
5251,CLC 350,67,1
5252,CLK 2.3 KOMPRESSOR,67,1
5253,CLK 230 KOMPRESSOR,67,1
5254,CLK 270 CDI,67,1
5255,CLK 320,67,1
5256,CLK 320 ELEGANCE,67,1
5257,CLK 320 SPORT,67,1
5258,CLK 350,67,1
5259,CLK 350 AVANTGARDE,67,1
5260,CLK 350 ELEGANCE,67,1
5261,CLK 500,67,1
5262,CLK 55 AMG,67,1
5263,CLK200,67,1
5264,CLK200 KOMPRESSOR,67,1
5265,CLK350 AVANTGARDE,67,1
5266,CLK350 ELEGANCE,67,1
5267,CLK430,67,1
5268,CLK500 AVANTGARDE,67,1
5269,CLK500 ELEGANCE,67,1
5270,CLS 350,67,1
5271,CLS 350 BLUE EFFICIENCY,67,1
5272,CLS 500,67,1
5273,CLS 63 AMG,67,1
5274,E 200 CDI,67,1
5275,E 220,67,1
5276,E 220 D ALL-TERRAIN,67,1
5277,E 240,67,1
5278,E 250,67,1
5279,E 270 CDI,67,1
5280,E 280,67,1
5281,E 280 ELEGANCE,67,1
5282,E 290 TURBO DIESEL,67,1
5283,E 300 ELEGANCE,67,1
5284,E 300 TD,67,1
5285,E 320,67,1
5286,E 320 CDI ELEGANCE,67,1
5287,E 320 ELEGANCE,67,1
5288,E 350,67,1
5289,E 350 AVANTGARDE,67,1
5290,E 350 AVANTGARDE SPORT,67,1
5291,E 350 BLUE EFFICIENCY,67,1
5292,E 350 ELEGANCE,67,1
5293,E 420,67,1
5294,E 430,67,1
5295,E 450 4MATIC,67,1
5296,E 450 4MATIC COUPE,67,1
5297,E 500,67,1
5298,E 500 ELEGANCE,67,1
5299,E220 CDI AVANTGARDE,67,1
5300,E250 BLUE EFFICIENCY,67,1
5301,E250 CGI BLUE EFFICIENCY,67,1
5302,E300 AVANTGARDE SPORT,67,1
5303,E320 CDI,67,1
5304,E320 CDI V6,67,1
5305,E400,67,1
5306,E400 4MATIC,67,1
5307,E400 4MATIC COUPE,67,1
5308,E420W,67,1
5309,E50,67,1
5310,E500 AVANTGARDE,67,1
5311,E55 AMG,67,1
5312,E55 AMG AVANTGARDE,67,1
5313,E63 AMG,67,1
5314,E63 AMG S,67,1
5315,G500,67,2
5316,GL 500 4MATIC,67,2
5317,GLA 200,67,1
5318,GLA 200,67,2
5319,GLA 200 PROGRESSIVE,67,1
5320,GLA 250,67,1
5321,GLA 250 4MATIC,67,2
5322,GLB 200 ADVANCE,67,1
5323,GLB 250 4MATIC,67,2
5324,GLC 300 4MATIC,67,2
5325,GLC 300 AMG-LINE,67,2
5326,GLC 300 COUPE AMG-LINE,67,2
5327,GLC 300OFF-ROAD,67,2
5328,GLC 350 E 4MATIC,67,2
5329,GLE 400 4MATIC,67,2
5330,GLE 400 4MATIC COUPE,67,2
5331,GLE 450 4MATIC (MHEV),67,2
5332,GLE 450 4MATIC,67,2
5333,GLE 500 GUARD,67,2
5334,GLK 280 4MATIC,67,2
5335,GLK300 4MATIC,67,2
5336,GLS 500,67,2
5337,MB 140 D 2.9,67,3
5338,MB-160,67,2
5339,MERCEDES AMG A 35,67,1
5340,MERCEDES-AMG A 35,67,1
5341,MERCEDES-AMG A 45 S,67,1
5342,MERCEDES-AMG C 43,67,1
5343,MERCEDES-AMG C 63 S,67,1
5344,MERCEDES-AMG C63 S,67,1
5345,MERCEDES-AMG E 63 S,67,1
5346,MERCEDES-AMG E53,67,1
5347,MERCEDES-AMG GLA 45,67,1
5348,MERCEDES-AMG GLC 43,67,2
5349,MERCEDES-AMG GLE 53,67,2
5350,MERCEDES-AMG GLE 63 S,67,2
5351,MERCEDES-AMG GLE COUPE,67,2
5352,MERCEDES-AMG GT R,67,1
5353,MERCEDES-AMG GT4 63S,67,1
5354,MERCEDES-AMG GTC,67,1
5355,MERCEDES-AMG SL 63,67,1
5356,MERCEDES-AMG SLC 43,67,1
5357,ML 230,67,2
5358,ML 270 CDI,67,2
5359,ML 280 CDI,67,2
5360,ML 320,67,2
5361,ML 320 CDI,67,2
5362,ML 320 CDI 4MATIC,67,2
5363,ML 350,67,2
5364,ML 350 4MATIC,67,2
5365,ML 350 4MATIC BLUE,67,2
5366,ML 350 CDI 4MATIC,67,2
5367,ML 400 4MATIC,67,2
5368,ML 400 CDI,67,2
5369,ML 430,67,2
5370,ML 500,67,2
5371,ML 500 4MATIC,67,2
5372,ML 63 AMG 4MATIC,67,2
5373,O-400 RSD,67,3
5374,O-400 RSE,67,3
5375,S 300 TURBO DIESEL,67,1
5376,S 320,67,1
5377,S 320 CDI,67,1
5378,S 320 L,67,1
5379,S 400 CDI,67,1
5380,S 500 BLUE EFFICIENCY,67,1
5381,S 55 AMG,67,1
5382,S500,67,1
5383,S500 (VERSION LARGA),67,1
5384,S550,67,1
5385,S600,67,1
5386,S65 AMG V12 BITURBO,67,1
5387,SL 320,67,1
5388,SL 320 ROADSTER,67,1
5389,SL 350,67,1
5390,SL 350 ROADSTER,67,1
5391,SL 500,67,1
5392,SL 500 AMG,67,1
5393,SL 500 ROADSTER,67,1
5394,SL 55 AMG,67,1
5395,SL 55 AMG ROADSTER,67,1
5396,SL 55 AMG V8 KOMPRESSOR,67,1
5397,SL 600,67,1
5398,SL 600 V12,67,1
5399,SL 63 AMG V8 BITURBO,67,1
5400,SL 65 AMG,67,1
5401,SL 65 AMG BLACK SERIES,67,1
5402,SL 65 AMG V12 BITURBO,67,1
5403,SL-320 R,67,1
5404,SLK 200,67,1
5405,SLK 200 KOMPRESSOR,67,1
5406,SLK 230,67,1
5407,SLK 230 COMPRESOR,67,1
5408,SLK 230 KOMPRESSOR,67,1
5409,SLK 230 ROADSTER,67,1
5410,SLK 250,67,1
5411,SLK 250 ROADSTER,67,1
5412,SLK 32 AMG,67,1
5413,SLK 320,67,1
5414,SLK 350,67,1
5415,SLK 350 ROADSTER,67,1
5416,SLK 55 AMG,67,1
5417,SLK 55 AMG ROADSTER,67,1
5418,SLK200 BLUE EFFICIENCY,67,1
5419,SLK200 KOMPRESSOR,67,1
5420,SLK250 BLUE EFFICIENCY,67,1
5421,SLK350 BLUE EFFICIENCY,67,1
5422,SLS AMG,67,1
5423,SPORTCOUPE C230 V6,67,1
5424,SPRINTER 212D,67,3
5425,SPRINTER 308 CDI/F 3000,67,3
5426,S  PR  I N TER 308 D,67,3
5427,SPRINTER 310 D / F3000,67,3
5428,SPRINTER 310 D / F3550,67,3
5429,SPRINTER 310 D / P3550,67,2
5430,SPRINTER 310D,67,2
5431,SPRINTER 310D,67,3
5432,SPRINTER 311 CDI,67,2
5433,SPRINTER 311 CDI,67,3
5434,SPRINTER 311 CDI FURGON,67,3
5435,SPRINTER 311 CDI STREET,67,3
5436,SPRINTER 311 CDI/3000-,67,3
5437,SPRINTER 311 CDI/C 3000,67,3
5438,SPRINTER 311 CDI/C 3550,67,3
5439,SPRINTER 311 CDI/CH 350,67,3
5440,SPRINTER 311 CDI/F 3000,67,3
5441,SPRINTER 311 CDI/F 3550,67,3
5442,SPRINTER 311 CDI/P 3550,67,2
5443,SPRINTER 311CDI/3000-,67,3
5444,SPRINTER 311D,67,2
5445,SPRINTER 311D,67,3
5446,SPRINTER 312 D / F3000,67,3
5447,SPRINTER 312 D / F3550,67,3
5448,SPRINTER 312 D / P3550,67,2
5449,SPRINTER 312D,67,2
5450,SPRINTER 312D,67,3
5451,SPRINTER 313 CDI,67,2
5452,SPRINTER 313 CDI,67,3
5453,SPRINTER 313 CDI-F 3000 TN,67,3
5454,SPRINTER 313 CDI-F 3550 TE,67,3
5455,SPRINTER 313 CDI-F 3550 TN,67,3
5456,SPRINTER 313 CDI/3000-,67,3
5457,SPRINTER 313 CDI/3550-,67,3
5458,SPRINTER 313 CDI/C 3000,67,3
5459,SPRINTER 313 CDI/C 3550,67,3
5460,SPRINTER 313 CDI/CH 350,67,3
5461,SPRINTER 313 CDI/F 3000,67,3
5462,SPRINTER 313 CDI/F 3550,67,3
5463,SPRINTER 313 CDI/F 4025,67,3
5464,SPRINTER 313 CDI/P 3550,67,3
5465,SPRINTER 313 CDI/P 3550,67,2
5466,SPRINTER 313CDI-3000-,67,3
5467,SPRINTER 313CDI/3000-,67,3
5468,SPRINTER 313CDI/3550-,67,3
5469,SPRINTER 314 /CH 3550,67,2
5470,SPRINTER 314 /F 3000,67,3
5471,SPRINTER 314 /F 3550,67,3
5472,SPRINTER 314 /F 4025,67,3
5473,SPRINTER 314 /P 3550,67,2
5474,SPRINTER 316 CDI FURGON,67,3
5475,SPRINTER 411 CDI/F 3250,67,3
5476,SPRINTER 412 D / W3550,67,3
5477,SPRINTER 412D,67,3
5478,SPRINTER 413 CDI-CH 4025,67,2
5479,SPRINTER 413 CDI/CH 3550,67,3
5480,SPRINTER 413 CDI/CH 4025,67,3
5481,SPRINTER 413 CDI/F 4025,67,3
5482,SPRINTER 413 CDI/W 4025,67,3
5483,SPRINTER 414 / CH 3550,67,3
5484,SPRINTER 414 /CH 3550,67,3
5485,SPRINTER 414 /CH 4025,67,2
5486,SPRINTER 414 /F 4025,67,3
5487,SPRINTER 415 CDI /CH 3665,67,2
5488,SPRINTER 415 CDI /F 3250,67,3
5489,SPRINTER 415 CDI /F 3665,67,3
5490,SPRINTER 415 CDI /F 4325,67,3
5491,SPRINTER 415 CDI-3250-,67,3
5492,SPRINTER 415 CDI-3665-,67,3
5493,SPRINTER 415 CDI-F 3250 TN,67,3
5494,SPRINTER 415 CDI-F 3665 TE,67,3
5495,SPRINTER 415 CDI-F 3665 TN,67,3
5496,SPRINTER 415 CDI-F 4325 TE,67,3
5497,SPRINTER 415 CDI/3250-,67,3
5498,SPRINTER 415 CDI/3665-,67,3
5499,SPRINTER 416 CDI FURGON,67,3
5500,SPRINTER 515 CDI,67,3
5501,SPRINTER 515 CDI /CH 4325,67,2
5502,SPRINTER 515 CDI /F 4325,67,3
5503,SPRINTER 515 CDI-F 4325 TE,67,3
5504,SPRINTER 515 CDI-F 4325 XL,67,3
5505,SPRINTER 516 CDI FURGON,67,3
5506,SPRINTER V413 CDI/F 4025,67,3
5507,V 220 CDI,67,2
5508,V 230,67,2
5509,V230 TURBODIESEL,67,2
5510,V250,67,2
5511,VIANO 2.2 CDI,67,2
5512,VIANO 2.2 CDI AMBIENTE,67,2
5513,VIANO 2.2 CDI TREND,67,2
5514,VIANO 2.3,67,2
5515,VIANO 2.3 TD,67,2
5516,VITO,67,2
5517,VITO 108 D,67,2
5518,VITO 108 D,67,3
5519,VITO 109 CDI,67,2
5520,VITO 110 CDI,67,2
5521,VITO 110 D,67,2
5522,VITO 110 D,67,3
5523,VITO 111 CDI,67,3
5524,VITO 111 CDI FURGON,67,3
5525,VITO 115 CDI,67,2
5526,VITO 119,67,2
5527,VITO 121 TOURER 7+1,67,2
5528,VITO 2.2 CDI,67,2
5529,VITO 2.3 TD,67,2
5530,VITO L,67,2
5531,VITO L 112 CDI,67,2
5532,VITO PLUS 111 CDI,67,3
5533,VITO TOURER 111 CDI,67,2
5534,VITO TOURER 119,67,2
5535,VITO TOURER 121,67,2
5536,VITO TOURER 121 7+1,67,2
5537,VITO TOURER 121 8+1,67,2
5538,LO 915/42.5 / PIA,66,3
5539,"LO 915/42,5",66,3
5540,LO 915/42.5 / SENIOR,66,3
5541,PARADISO 1200 4X2,66,3
5542,PARADISO 1550 LD 6.2,66,3
5543,PARADISO 1550 LD 6X2,66,3
5544,MD 6601D,68,3
5545,MGF,69,1
5546,MGF 1.8I,69,1
5547,MGF 1.8I VVC,69,1
5548,MIDGET TD,69,1
5549,CLUBMAN COOPER,70,1
5550,CLUBMAN COOPER S,70,1
5551,COOPER,70,1
5552,COOPER CABRIO,70,1
5553,COOPER COUNTRYMAN,70,1
5554,COOPER COUPE,70,1
5555,COOPER S,70,1
5556,COOPER S ALL4 CM,70,1
5557,COOPER S CABRIO,70,1
5558,COOPER S CLUBMAN,70,1
5559,COOPER S COUNTRYMAN,70,1
5560,COOPER S COUPE,70,1
5561,COOPER S PACEMAN,70,1
5562,COOPER S PACEMAN ALL4,70,1
5563,COOPER S ROADSTER,70,1
5564,COOPER SD COUNTRYMAN,70,1
5565,COUNTRYMAN COOPER,70,1
5566,COUNTRYMAN COOPER S,70,1
5567,COUNTRYMAN JOHN,70,1
5568,JOHN COOPER WORKS,70,1
5569,JOHN COOPER WORKS GP,70,1
5570,ONE,70,1
5571,ONE COUNTRYMAN,70,1
5572,3000 GT,71,1
5573,3000 GT SL,71,1
5574,3000 GT VR4,71,1
5575,3000 GTV 4,71,1
5576,ASX 1.6,71,1
5577,COLT,71,1
5578,COLT GLXI,71,1
5579,COLT GTI,71,1
5580,ECLIPSE,71,1
5581,ECLIPSE GS,71,1
5582,ECLIPSE GS-T,71,1
5583,ECLIPSE GSX,71,1
5584,ECLIPSE GSX AWD,71,1
5585,ECLIPSE GT,71,1
5586,ECLIPSE RS,71,1
5587,ECLIPSE SPYDER,71,1
5588,ECLIPSE SPYDER GS,71,1
5589,ECLIPSE SPYDER GS-T,71,1
5590,ENDEAVOR LS,71,1
5591,EXPO,71,2
5592,EXPO,71,1
5593,EXPO LRV,71,2
5594,EXPO SP,71,2
5595,EXPO SW,71,2
5596,EXPO SW,71,1
5597,GALANT,71,1
5598,GALANT 2.0I,71,1
5599,GALANT ES,71,1
5600,GALANT GLS TD,71,1
5601,GALANT GLSI,71,1
5602,GALANT LS,71,1
5603,GALANT S,71,1
5604,GALANT SUPER SALOON,71,1
5605,GALANT V6 24,71,1
5606,GALANT V6-24,71,1
5607,GALANT VR,71,1
5608,GALANT VR AUTOMATICO,71,1
5609,L 200,71,2
5610,L 300,71,2
5611,L 300,71,3
5612,L200 (CABINA DOBLE),71,2
5613,L200 2.5 D 2WD (CABINA,71,2
5614,L200 2.5 DIESEL,71,2
5615,L200 2.5 DIESEL (CABINA,71,2
5616,L200 2WD (CABINA DOBLE),71,2
5617,L200 4WD 2.5 D T (CABINA,71,2
5618,L200 4WD 2.5 DIESEL,71,2
5619,L200 4WD 2.5 DIESEL (CAB.,71,2
5620,L200 4X4 (CABINA DOBLE),71,2
5621,L200 4X4 2.5 GLS,71,2
5622,L200 4X4 2.5 TDI,71,2
5623,L200 DI-D,71,2
5624,L200 DI-D COMMON RAIL AT,71,2
5625,L200 DI-D COMMON RAIL,71,2
5626,L200 DI-D KATANA,71,2
5627,L200 GL 2WD (CABINA,71,2
5628,L200 GL 4WD (CABINA,71,2
5629,L200 GLS (CABINA DOBLE),71,2
5630,L200 GLS 4WD TURBO,71,2
5631,L200 GLS TDI (CABINA,71,2
5632,L200 GLX (CABINA DOBLE),71,2
5633,L200 GLX 4WD (CABINA,71,2
5634,L200 OUTDOOR HPE,71,2
5635,L200 SPORT 4X4,71,2
5636,L200 SPORT GLS,71,2
5637,L200 SPORT HPE,71,2
5638,L200 SPORTERO DI-D,71,2
5639,L200 TD (CABINA DOBLE),71,2
5640,L200 TRITON GLS,71,2
5641,L200 TRITON GLX,71,2
5642,L200 TRITON HPE 3.2 CR,71,2
5643,L200 TRITON HPE 3.2 L,71,2
5644,L200 TRITON OUTDOOR,71,2
5645,L300 2.5 D,71,2
5646,L300 2.5 D,71,3
5647,L300 GLX,71,2
5648,L300 PANEL VAN,71,3
5649,LANCER,71,1
5650,LANCER 1600 GLXI,71,1
5651,LANCER 2.0 GLS A/T,71,1
5652,LANCER EVOLUTION GSR,71,1
5653,LANCER EVOLUTION III,71,1
5654,LANCER EVOLUTION IV,71,1
5655,LANCER EVOLUTION IX,71,1
5656,LANCER EVOLUTION V,71,1
5657,LANCER EVOLUTION VI,71,1
5658,LANCER EVOLUTION VIII,71,1
5659,LANCER GLS,71,1
5660,LANCER GLX,71,1
5661,LANCER GLXI,71,1
5662,LANCER GT,71,1
5663,LANCER GTI,71,1
5664,LANCER STATION WAGON,71,1
5665,MONTERO,71,1
5666,MONTERO,71,2
5667,MONTERO 2.8 GLS,71,2
5668,MONTERO 2.8 GLX,71,2
5669,MONTERO 2.8 TDI,71,2
5670,MONTERO 3.2 DID,71,2
5671,MONTERO 3.2 DID A/T,71,2
5672,MONTERO 4WD,71,2
5673,MONTERO DI-D 3.2 GLS,71,2
5674,MONTERO DOHC-24 V6,71,2
5675,MONTERO GLS,71,2
5676,MONTERO GLS V6-3500,71,1
5677,MONTERO GLS V6-3500,71,2
5678,MONTERO GLX 2.5,71,2
5679,MONTERO INTERCOOLER,71,2
5680,MONTERO IO (3 PUERTAS),71,2
5681,MONTERO IO (5 PUERTAS),71,2
5682,MONTERO LIMITED,71,2
5683,MONTERO LS,71,2
5684,MONTERO METAL TOP,71,2
5685,MONTERO SHR GLS,71,2
5686,MONTERO SPORT,71,1
5687,MONTERO SPORT,71,2
5688,MONTERO SPORT 3.5 XS,71,1
5689,MONTERO SPORT ES,71,1
5690,MONTERO SPORT GLS,71,2
5691,MONTERO SPORT GLS 2.5,71,2
5692,MONTERO SPORT LIMITED,71,2
5693,MONTERO SPORT LS,71,1
5694,MONTERO SPORT LS,71,2
5695,MONTERO SPORT LS 4WD,71,2
5696,MONTERO SPORT XLS,71,1
5697,MONTERO SPORT XLS 4WD,71,2
5698,MONTERO SR,71,2
5699,MONTERO TURBO DIESEL,71,2
5700,MONTERO TURBO,71,2
5701,MONTERO XLS,71,2
5702,NATIVA 2.5 GLS TDI,71,2
5703,NATIVA 2.5 GLX TDI,71,2
5704,NATIVA LS 4WD V6,71,2
5705,NATIVA MONTERO SPORT,71,2
5706,OUTLANDER,71,1
5707,OUTLANDER,71,2
5708,OUTLANDER 3.0,71,2
5709,OUTLANDER GLS,71,2
5710,OUTLANDER LS,71,1
5711,OUTLANDER SPORT,71,1
5712,OUTLANDER SPORT,71,2
5713,OUTLANDER SPORT GLS 2.0,71,2
5714,PAJERO,71,2
5715,PAJERO 4X4 TURBO DIESEL,71,2
5716,PAJERO DID,71,2
5717,PAJERO EXCEED,71,2
5718,PAJERO GDI,71,2
5719,PAJERO GLS,71,2
5720,PAJERO GLS 2.8 TDI,71,2
5721,PAJERO GLS-B,71,2
5722,PAJERO GLX,71,2
5723,PAJERO GLX-B,71,2
5724,PAJERO SPORT,71,2
5725,PAJERO SPORT GLS 2.5TDI,71,2
5726,PAJERO SPORT GLX 2.5 TDI,71,2
5727,PAJERO SPORT GLX 5.2 TDI,71,2
5728,PAJERO TD GLS,71,2
5729,PAJERO TURBO DIESEL,71,2
5730,SPACE WAGON,71,2
5731,SPACE WAGON,71,1
5732,SPACE WAGON 2.4 GLX,71,1
5733,SPACE WAGON 2400 GLX,71,1
5734,SPACE WAGON GLX,71,1
5735,SPACE WAGON GLX TURBO,71,1
5736,SPACE WAGON GLXI,71,2
5737,SPACE WAGON GLXI,71,1
5738,SPACE WAGON TURBO,71,1
5739,200 SX,72,1
5740,350Z 3.5L,72,1
5741,350Z 3.5L 24V,72,1
5742,350Z ROADSTER M/T,72,1
5743,370Z A/T,72,1
5744,370Z M/T,72,1
5745,370Z ROADSTER A/T,72,1
5746,370Z ROADSTER M/T,72,1
5747,4X2 (DOBLE CABINA DIESEL),72,2
5748,4X4 (DOBLE CABINA DIESEL),72,2
5749,4X4 DOBLE CABINA (NAFTA),72,2
5750,AD WAGON 1.6,72,1
5751,AD WAGON 1.6 LX,72,1
5752,ALTIMA 2.5 S,72,1
5753,ALTIMA ADVANCE MEDIA-,72,1
5754,ALTIMA ADVANCE PURE,72,1
5755,ARMADA SE,72,1
5756,BLUEBIRD,72,1
5757,BLUEBIRD 2.0 SGL,72,1
5758,BLUEBIRD SE SALOON,72,1
5759,BLUEBIRD SSS,72,1
5760,BLUEBIRD SSS 2.0 SSS-G,72,1
5761,BLUEBIRD SSS-V,72,1
5762,BLUEBIRD XE SALOON D,72,1
5763,CABINA DOBLE 2.4 I,72,2
5764,CABINA DOBLE 2.5 DIESEL,72,2
5765,CABINA DOBLE 4X4 2.5 TDI,72,2
5766,CABINA DOBLE 4X4 DIESEL,72,2
5767,CABINA SIMPLE 2.0,72,2
5768,CABINA SIMPLE 2.4 I,72,2
5769,CABINA SIMPLE 2.5 DIESEL,72,2
5770,CABINA SIMPLE 3.2 4X4,72,2
5771,CABINA SIMPLE 4X2 NAFTA,72,2
5772,CABINA SIMPLE 4X4 DIESEL,72,2
5773,CABINA SIMPLE DIESEL 2.7,72,2
5774,CABINA Y MEDIA DIESEL,72,2
5775,DOBLE CABINA 2.0,72,2
5776,DOBLE CABINA 4X4 DIESEL,72,2
5777,DOBLE CABINA 4X4 NAFTA,72,2
5778,DOBLE CABINA AX 4X4,72,2
5779,DOBLE CABINA DIESEL 2.7,72,2
5780,DOBLE CABINA TRUCK XE,72,2
5781,EX SALOON,72,1
5782,FRONTIER 4X2 SE 2.8TD,72,2
5783,FRONTIER 4X2 XE,72,2
5784,FRONTIER 4X2 XE2.8TDI,72,2
5785,FRONTIER 4X2SE 2.8TDI,72,2
5786,FRONTIER 4X2XE 2.8TDI,72,2
5787,FRONTIER 4X4  XE,72,2
5788,FRONTIER 4X4 SE,72,2
5789,FRONTIER 4X4 XE2.8TDI,72,2
5790,FRONTIER 4X4SE 2.8TDI,72,2
5791,FRONTIER 4X4XE 2.8TDI,72,2
5792,FRONTIER CD LE 2.3 D 4X2,72,2
5793,FRONTIER CD LE 2.3 D 4X4,72,2
5794,FRONTIER CD S 2.3 D 4X2,72,2
5795,FRONTIER CD S 2.3 D 4X4,72,2
5796,FRONTIER CD SE 2.3 D 4X2,72,2
5797,FRONTIER CD SE 2.3 D 4X4,72,2
5798,FRONTIER CD X-GEAR 2.3 D,72,2
5799,FRONTIER CD X-GEAR PLUS,72,2
5800,FRONTIER CD XE 2.3 D 4X2,72,2
5801,FRONTIER CD XE 2.3 D 4X4,72,2
5802,FRONTIER KING CAB,72,2
5803,FRONTIER LE 4WD 5AT LUXE,72,2
5804,FRONTIER LE 4WD 6MT,72,2
5805,FRONTIER LE 4X4 OFF ROAD,72,2
5806,FRONTIER LE 4X4 OFFROAD,72,2
5807,FRONTIER NP300,72,2
5808,FRONTIER PLATINUM 4X4,72,2
5809,FRONTIER PRO4X 4X4 AT 2.3,72,2
5810,FRONTIER S 4X2 AT 2.3 D CD,72,2
5811,FRONTIER S 4X2 MT 2.3 D,72,2
5812,FRONTIER S 4X4 MT 2.3 D,72,2
5813,FRONTIER SE PLUS 4X2,72,2
5814,FRONTIER X-GEAR 4X4 AT,72,2
5815,FRONTIER XE 4X2 AT 2.3 D,72,2
5816,FRONTIER XE 4X2 MT 2.3 D,72,2
5817,FRONTIER XE 4X4 MT 2.3 D,72,2
5818,GT-R,72,1
5819,INTERSTAR DCI 120,72,3
5820,INTERSTAR DCI 90,72,2
5821,JUKE,72,1
5822,KICKS 1.6 ADVANCE CVT,72,1
5823,KICKS 1.6 ADVANCE MT,72,1
5824,KICKS 1.6 EXCLUSIVE CVT,72,1
5825,KICKS 1.6 EXCLUSIVE CVT BT,72,1
5826,KICKS 1.6 SENSE MT,72,1
5827,KICKS ADVANCE CVT,72,1
5828,KICKS ADVANCE CVT F2,72,1
5829,KICKS ADVANCE CVT UCL,72,1
5830,KICKS ADVANCE CVT UCL 2,72,1
5831,KICKS ADVANCE MT,72,1
5832,KICKS ADVANCE MT F2,72,1
5833,KICKS EXCLUSIVE CVT,72,1
5834,KICKS EXCLUSIVE CVT BT,72,1
5835,KICKS EXCLUSIVE CVT BT F2,72,1
5836,KICKS EXCLUSIVE CVT F2,72,1
5837,KICKS SENSE MT,72,1
5838,KICKS SENSE MT F2,72,1
5839,KICKS SPECIAL EDITION CVT,72,1
5840,KICKS X-PLAY,72,1
5841,LEAF TEKNA,72,1
5842,LUCINO GSE,72,1
5843,MARCH,72,1
5844,MARCH ACENTA,72,1
5845,MARCH ACTIVE MT,72,1
5846,MARCH ACTIVE PURE DRIVE,72,1
5847,MARCH ADVANCE AT,72,1
5848,MARCH ADVANCE MEDIA-,72,1
5849,MARCH ADVANCE MT,72,1
5850,MARCH ADVANCE PURE,72,1
5851,MARCH SENSE AT,72,1
5852,MARCH SENSE MT,72,1
5853,MARCH SENSE PURE DRIVE,72,1
5854,MARCH SPORT PURE DRIVE,72,1
5855,MARCH SR,72,1
5856,MARCH VISIA,72,1
5857,MARCH VISIA PLUS,72,1
5858,MAXIMA,72,1
5859,MAXIMA 30 GV,72,1
5860,MAXIMA 30G,72,1
5861,MAXIMA GLE,72,1
5862,MAXIMA GXE,72,1
5863,MAXIMA QX,72,1
5864,MICRA,72,1
5865,MURANO AWD 4X4,72,2
5866,MURANO EXCLUSIVE CVT,72,1
5867,MURANO EXCLUSIVE CVT,72,2
5868,MURANO SE AWD,72,2
5869,MURANO SL,72,1
5870,MURANO SL AWD,72,2
5871,MURANO XTRONIC CVT,72,2
5872,NAVARA 2.5 TDI,72,2
5873,NAVARA 2.5 TDI 4X4 (CAB,72,2
5874,NISSAN (DIESEL),72,2
5875,NISSAN (DOBLE CABINA,72,2
5876,NISSAN PATHFINDER,72,2
5877,NISSAN PATROL,72,2
5878,NISSAN TERRANO V6,72,2
5879,NOTE ADVANCE CVT,72,1
5880,NOTE ADVANCE PURE DRIVE,72,1
5881,NOTE EXCLUSIVE CVT PURE,72,1
5882,NOTE SENSE CVT,72,1
5883,NOTE SENSE PURE DRIVE,72,1
5884,NOTE SR CVT,72,1
5885,NP300 FRONTIER LE 4X2,72,2
5886,NP300 FRONTIER LE 4X4 AT,72,2
5887,NP300 FRONTIER LE 4X4,72,2
5888,NP300 FRONTIER SE 4X2,72,2
5889,NP300 FRONTIER XE 4X4,72,2
5890,NX 100,72,1
5891,NX 2000,72,1
5892,NX COUPE,72,1
5893,NX TBAR,72,1
5894,PATHFINDER,72,1
5895,PATHFINDER,72,2
5896,PATHFINDER 3.3,72,2
5897,PATHFINDER 4X4 DIESEL,72,2
5898,PATHFINDER ARMADA SE,72,2
5899,PATHFINDER LE 2.5DCI,72,2
5900,PATHFINDER LE 4X4,72,2
5901,PATHFINDER SE 3.0,72,2
5902,PATHFINDER SE 3.3,72,2
5903,PATHFINDER SE 3.3 LUXURY,72,2
5904,PATHFINDER SE 3.5,72,2
5905,PATHFINDER SE 4.0L,72,2
5906,PATHFINDER SE V6,72,2
5907,PATHFINDER XE V6,72,2
5908,PATROL,72,2
5909,PATROL 4WD,72,1
5910,PATROL 4X4,72,2
5911,PATROL 4X4,72,3
5912,PATROL 4X4 GR,72,2
5913,PATROL GL 4X4,72,2
5914,PATROL GR,72,2
5915,PATROL GR 4X4 TD,72,2
5916,PATROL SGL-D,72,2
5917,PATROL STATION WAGON,72,2
5918,PRIMASTAR,72,2
5919,PRIMASTAR DCI 100,72,2
5920,PRIMASTAR DCI 115,72,2
5921,PRIMASTAR DCI 150,72,2
5922,PRIMERA,72,1
5923,PRIMERA 2.0 SLX,72,1
5924,PRIMERA GX,72,1
5925,PRIMERA GX 16V,72,1
5926,PRIMERA GXE,72,1
5927,PRIMERA GXE PLUS 22,72,1
5928,PRIMERA SLX 2.0 TD,72,1
5929,PRIMERA TD 2.0 DLX,72,1
5930,QUEST,72,2
5931,QUEST,72,1
5932,QUEST GLE,72,2
5933,QUEST GXE,72,2
5934,QUEST XE,72,2
5935,SENTRA,72,1
5936,SENTRA 1.8 S,72,1
5937,SENTRA 2.0 ADVANCE CVT,72,1
5938,SENTRA 2.0 ADVANCE MT,72,1
5939,SENTRA 2.0 EXCLUSIVE CVT,72,1
