id,model,makeId,typeId
2063,RAM 2500 LARAMIE SLT,23,2
2064,RAM 2500 SLT 4X4 TD HEAVY,23,2
2065,RAM 2500 SLT LARAMIE,23,2
2066,RAM 2500 SLT QC 4X4 TD,23,2
2067,RAM 2500 SLT QUAD CAB,23,2
2068,RAM 2500 V8 MAGNUM,23,2
2069,RAM 350,23,3
2070,RAM 350 ESPECTRUN,23,3
2071,RAM 3500,23,2
2072,RAM 3500,23,3
2073,RAM HIGH TOP,23,2
2074,RAM MRM,23,3
2075,RAM SLT 1500,23,2
2076,RAM SLT 2500 (CABINA Y,23,2
2077,RAM2500 LARAMIE 4X4TD,23,2
2078,STRATUS,23,1
2079,STRATUS SE,23,1
2080,VIPER GTS,23,1
2081,VIPER RT 10,23,1
2082,MINI STAR,24,2
2083,DS 3 110 AT6 SO CHIC,25,1
2084,DS 3 CABRIO PURETECH 110,25,1
2085,DS 3 CABRIO THP 208 MT6,25,1
2086,DS 3 CROSSBACK PURETECH,25,1
2087,DS 3 PURE TECH 110 AT6,25,1
2088,DS 3 PURETECH 110 AT6,25,1
2089,DS 3 PURETECH 110 AT6 SO,25,1
2090,DS 3 THP 165 MT6 SPORT,25,1
2091,DS 3 THP 208 MT6 S&S,25,1
2092,DS 3 VTI 120 BE CHIC,25,1
2093,DS 3 VTI 120 GIVENCHY,25,1
2094,DS 4 THP 163 AT6 BE CHIC,25,1
2095,DS 4 THP 163 AT6 SO CHIC,25,1
2096,DS 4 THP 208 MT6 S&S,25,1
2097,DS 7 CROSSBACK E-TENSE,25,2
2098,DS 7 CROSSBACK HDI 180,25,1
2099,DS 7 CROSSBACK PURE TECH,25,1
2100,DS 7 CROSSBACK PURETECH,25,1
2101,DS 7 CROSSBACK THP 165,25,1
2102,DS 9 RIVOLI 215 AT8,25,1
2103,DS3 THP 156 MT6 SPORT,25,1
2104,DS3 VTI 120 SO CHIC AM40,25,1
2105,X40,26,1
2106,330 GT,27,1
2107,360,27,1
2108,360 F1,27,1
2109,360 F1 SPIDER,27,1
2110,360 MODENA,27,1
2111,360 MODENA F1,27,1
2112,430,27,1
2113,430 SCUDERIA,27,1
2114,430 SCUDERIA SPIDER 16M,27,1
2115,456 GT,27,1
2116,456 M GT,27,1
2117,458 ITALIA,27,1
2118,458 SPIDER,27,1
2119,488 GTB,27,1
2120,488 PISTA,27,1
2121,488 SPIDER,27,1
2122,550 MARANELLO,27,1
2123,599 GTB,27,1
2124,CALIFORNIA,27,1
2125,F12 BERLINETTA,27,1
2126,F355 BERLINETTA,27,1
2127,F355 F1 B,27,1
2128,F355 F1 SP,27,1
2129,F355 GTS,27,1
2130,F355 SP,27,1
2131,F355 SPIDER,27,1
2132,F430,27,1
2133,F599 GTB,27,1
2134,147,28,1
2135,147 BB,28,1
2136,147 C,28,1
2137,147 CL/TR/SPAZ,28,1
2138,147 PANORAMA,28,1
2139,147 SORPASSO,28,1
2140,147 SPAZIO TRD,28,1
2141,16V 2.0,28,1
2142,185 MAREA 1.9 TD HLX,28,1
2143,185 MAREA 2.0 HL,28,1
2144,185 MAREA 2.0 TD SW,28,1
2145,185 MAREA 2.0 TDS,28,1
2146,185 MAREA 2.4 TD SW,28,1
2147,185 MAREA 2.4 TDS,28,1
2148,500,28,1
2149,500 1.3 16V JTD,28,1
2150,500 1.4 16V CABRIO,28,1
2151,500 1.4 16V LOUNGE,28,1
2152,500 1.4 16V SPORT,28,1
2153,500 1.4 8V CULT,28,1
2154,500 1.4 MPI 16V,28,1
2155,500 595 TURISMO,28,1
2156,500 ABARTH 1.4 16V,28,1
2157,500 ABARTH 1.4 16V T-JET,28,1
2158,500 ABARTH 595 TURISMO,28,1
2159,500 AIR AT 1.4 16V,28,1
2160,500 C 1.4 16V,28,1
2161,500 LOUNGE 1.2,28,1
2162,500 LOUNGE AIR AT 1.4 16V,28,1
2163,500 SPORT 16V,28,1
2164,500 SPORT AIR 1.4 16V,28,1
2165,500L 1.4 16V,28,1
2166,500X,28,1
2167,500X CROSS 1.4 16V AT9,28,1
2168,500X CROSS 1.4 16V AT9,28,2
2169,500X POP 1.4 16V,28,1
2170,ARGO DRIVE 1.3,28,1
2171,ARGO HGT 1.8,28,1
2172,ARGO PRECISION 1.8,28,1
2173,ARGO PRECISION 1.8 AT6,28,1
2174,BARCHETTA 1.8 16V,28,1
2175,BRAVA ELX 1.6 16V,28,1
2176,BRAVA ELX 1.6 16V MPI,28,1
2177,BRAVA ELX 1.6 MPI 16V,28,1
2178,BRAVA ELX 1.8 16V,28,1
2179,BRAVA ELX 1.9 JTD,28,1
2180,BRAVA SX 1.4 12V,28,1
2181,BRAVA SX 1.4IE,28,1
2182,BRAVA SX 1.6,28,1
2183,BRAVO 1.4 16V DYNAMIC,28,1
2184,BRAVO 1.4 16V SPORT,28,1
2185,BRAVO 1.4 DYNAMIC,28,1
2186,BRAVO 1.4 SPORT,28,1
2187,BRAVO 1.6 SX,28,1
2188,BRAVO 1.9,28,1
2189,BRAVO 1.9 JTD 16V SPORT,28,1
2190,BRAVO DYNAMIC 1.4 TURBO,28,1
2191,BRAVO DYNAMIC 1.6 16V,28,1
2192,BRAVO DYNAMIC 1.6,28,1
2193,BRAVO HGT 2.0 16V,28,1
2194,BRAVO HGT 2.0 20V,28,1
2195,BRAVO SPORT 1.4 TURBO,28,1
2196,BRIO /SPAZIO T /VIVACE,28,1
2197,CROMA,28,1
2198,CROMA 1.9JTD 16V 150CV,28,1
2199,CROMA 2.0 TDI,28,1
2200,CROMA 2.2 MPI 16V,28,1
2201,CROMA 2.4 MJ 20V,28,1
2202,CROMA TURBO DIESEL,28,1
2203,CRONOS 1.3 MT,28,1
2204,CRONOS DRIVE 1.3 MT,28,1
2205,CRONOS PRECISION 1.8 AT,28,1
2206,CRONOS PRECISION 1.8 MT,28,1
2207,DOBLO 1.2,28,2
2208,DOBLO 1.3 JTD,28,2
2209,DOBLO 1.4 16V,28,2
2210,DOBLO 1.4 16V ACTIVE,28,2
2211,DOBLO 1.9 ELX,28,2
2212,DOBLO 1.9 MULTIJET,28,2
2213,DOBLO 1.9D,28,2
2214,DOBLO CARGO 1.4 16V,28,3
2215,DOBLO CARGO 1.4 16V,28,2
2216,DUCATO,28,2
2217,DUCATO,28,3
2218,DUCATO 1.9D P.C. 10,28,3
2219,DUCATO 10,28,3
2220,DUCATO 10 1.9D,28,3
2221,DUCATO 13,28,3
2222,DUCATO 14,28,3
2223,DUCATO 14 2.5D,28,3
2224,DUCATO 15  1.9D,28,3
2225,DUCATO 15  2..8D,28,3
2226,DUCATO 15 2.8 D,28,3
2227,DUCATO 15 2.8D (CORTO),28,3
2228,DUCATO 15 COMBINATO,28,3
2229,DUCATO 2.0D P.C.10,28,3
2230,DUCATO 2.5 D MAXI,28,3
2231,DUCATO 2.5 TURBO DIESEL,28,3
2232,DUCATO 2.5D,28,2
2233,DUCATO 2.5D 14 MAXI,28,3
2234,DUCATO 2.5D MAXI GRAN,28,3
2235,DUCATO 2.5D P.C. 10,28,2
2236,DUCATO 2.5D P.M. 14,28,3
2237,DUCATO 2.5D P.M. 14 MAXI,28,3
2238,DUCATO 2.5D P.M. PLS,28,2
2239,DUCATO 2.5D P.M. PLS,28,3
2240,DUCATO 2.5D P.M.14,28,2
2241,DUCATO 2.5D P.M.14,28,3
2242,DUCATO 2.5D PM 14 GRAN,28,3
2243,DUCATO 2.5D PM MAXI,28,3
2244,DUCATO 2.5D PM PLS,28,2
2245,DUCATO 2.8 JTD,28,3
2246,DUCATO 2.8D,28,2
2247,DUCATO 2.8D,28,3
2248,DUCATO 2.8D MAXI GRAN,28,3
2249,DUCATO 2.8D PM,28,3
2250,DUCATO 2.8D PM GRAN,28,3
2251,DUCATO 2.8D PM14,28,3
2252,DUCATO 2.8D PM14 GRAN,28,3
2253,DUCATO 2.8D PM15,28,3
2254,DUCATO 2.8D PM15 GRAN,28,3
2255,DUCATO CARGO 2.3 JTD,28,3
2256,DUCATO CARGO 2.8 IDTD,28,3
2257,DUCATO CARGO 2.8JTD,28,3
2258,DUCATO CARGO MEDIO,28,3
2259,DUCATO CARGO PASO,28,3
2260,DUCATO COMBINATO,28,3
2261,DUCATO COMBINATO 2.3,28,3
2262,DUCATO COMBINATO 2.8,28,3
2263,DUCATO COMBINATO 2.8D,28,3
2264,DUCATO COMBINATO 2.8TD,28,3
2265,DUCATO FURGON,28,3
2266,DUCATO MAXI,28,3
2267,DUCATO MAXI 2.8D,28,3
2268,DUCATO MAXI CARGO L4H2,28,3
2269,DUCATO MAXI CARGO,28,3
2270,DUCATO MAXI TURBO,28,3
2271,DUCATO MAXICARGO 2.3,28,3
2272,DUCATO MAXICARGO 2.8 ID,28,3
2273,DUCATO MAXICARGO,28,3
2274,DUCATO MAXICARGO JTD,28,3
2275,DUCATO MINIBUS,28,3
2276,DUCATO Q 14 DIESEL,28,3
2277,DUCATO VETRATO 15 2.8D,28,3
2278,DUNA,28,1
2279,DUNA 1.7 D,28,1
2280,DUNA 70,28,1
2281,DUNA CLS,28,1
2282,DUNA CS,28,1
2283,DUNA CS D,28,1
2284,DUNA CSAA,28,1
2285,DUNA CSD,28,1
2286,DUNA CSDAA,28,1
2287,DUNA CSDT,28,1
2288,DUNA CSL,28,1
2289,DUNA CST,28,1
2290,DUNA DS,28,1
2291,DUNA NAFTA,28,1
2292,DUNA S,28,1
2293,DUNA S 1.4 INYECCION,28,1
2294,DUNA S CONFORT 1.3 MPI,28,1
2295,DUNA S-AA,28,1
2296,DUNA SC /S /SCL /SL 1.6 /,28,1
2297,DUNA SCV / SCR 1.6 / CSL,28,1
2298,DUNA SD,28,1
2299,DUNA SD /SDL 1.3,28,1
2300,DUNA SD-AA,28,1
2301,DUNA SDL,28,1
2302,DUNA SDL 1.7,28,1
2303,DUNA SDL 1.7 / SDL AA /,28,1
2304,DUNA SDR 1.7 / CSLD /,28,1
2305,DUNA SE,28,1
2306,DUNA SX,28,1
2307,"DUNA SX (1,7 D.)",28,1
2308,DUNA SX (1.7 D.),28,1
2309,DUNA SXAA,28,1
2310,"DUNA SXAA (1,7 D.)",28,1
2311,DUNA SXAA (1.7 D.),28,1
2312,FIORINO,28,3
2313,FIORINO,28,2
2314,FIORINO 1.3 MPI,28,2
2315,FIORINO 1.3 MPI 8V FIRE,28,2
2316,FIORINO 1.3 MULTIJET,28,2
2317,FIORINO 1.7 DIESEL,28,2
2318,FIORINO 1.7 TD,28,2
2319,FIORINO 147,28,2
2320,FIORINO ENDURANCE 1.4,28,2
2321,FIORINO FIRE 1242 MPI 8V,28,2
2322,FIORINO FURGON NAFTA /,28,3
2323,FIORINO N/D,28,3
2324,FIORINO P-UP,28,2
2325,FIORINO PANORAMA,28,2
2326,FIORINO PANORAMA KAT,28,2
2327,FIORINO PU NAFTA/PU,28,2
2328,FIORINO QUBO 1.4 8V,28,2
2329,FIORINO TREKKING 1.5 I.E.,28,2
2330,FIORINO WORKING 1.5 I.E.,28,2
2331,FIORINO WORKING 1.7D,28,2
2332,GRAND SIENA ATTRACTIVE,28,1
2333,GRAND SIENA ESSENCE 1.6,28,1
2334,IDEA 1.4,28,1
2335,IDEA ADVENTURE 1.6 16V,28,1
2336,IDEA ADVENTURE 1.8 8V,28,1
2337,IDEA ATTRACTIVE 1.4 8V,28,1
2338,IDEA ELX 1.4 MPI 8V,28,1
2339,IDEA ESSENCE 1.6 16V,28,1
2340,IDEA HLX 1.8MPI 8V,28,1
2341,IDEA SPORTING 1.6 16V,28,1
2342,LINEA 1.9 16V,28,1
2343,LINEA ABSOLUTE 1.8 16V,28,1
2344,LINEA DUALOGIC 1.9 16V,28,1
2345,LINEA HLX 1.8 16V,28,1
2346,MAREA 1.6,28,1
2347,MAREA 1.6 ELX,28,1
2348,MAREA 1.6 SX,28,1
2349,MAREA 1.9 TD ELX,28,1
2350,MAREA 2.0 HLX,28,1
2351,MAREA ELX,28,1
2352,MAREA ELX 1.8,28,1
2353,MAREA ELX 1.9 JTD,28,2
2354,MAREA ELX 1.9 JTD,28,1
2355,MAREA ELX 2.0 20V,28,2
2356,MAREA ELX 2.0 20V,28,1
2357,MAREA ELX 2.0 20V MPI,28,1
2358,MAREA ELX TD100,28,1
2359,MAREA HLX,28,1
2360,MAREA HLXD,28,1
2361,MAREA SX,28,1
2362,MAREA SX 1.6 MPI 16V,28,1
2363,MAREA SX 1.8,28,1
2364,MAREA SX 2.0 20V,28,1
2365,MAREA SX BIPOWER,28,1
2366,MAREA TD 75 SX,28,1
2367,MAREA TD100 ELX,28,1
2368,MAREA TD100 HLX,28,1
2369,MAREA WEEKEND 1.9 ELX,28,1
2370,MAREA WEEKEND ELX 1.9,28,1
2371,MAREA WEEKEND ELX 2.0,28,1
2372,MOBI 1.0 8V EASY,28,1
2373,MOBI 1.0 8V WAY,28,1
2374,MOBI LIKE 1.0,28,1
2375,MULTIPLA 1.9 JTD,28,1
2376,NUEVO FIORINO 1.4 8V,28,2
2377,NUEVO PUNTO ATTRACTIVE,28,1
2378,NUEVO PUNTO ESSENCE 1.6,28,1
2379,NUEVO UNO ATTRACTIVE,28,1
2380,NUEVO UNO CARGO 1.4 8V,28,2
2381,NUEVO UNO SPORTING 1.4,28,1
2382,NUEVO UNO WAY 1.4 8V,28,1
2383,PALIO (326) ATTRACTIVE 5P,28,1
2384,PALIO (326) ESCENCE 5P 1.6,28,1
2385,PALIO (326) ESSENCE 5P 1.6,28,1
2386,PALIO 1.4,28,1
2387,PALIO 1.4 FIRE,28,1
2388,PALIO 1.6,28,1
2389,PALIO 1.6 SPI,28,1
2390,PALIO 1.7 TD,28,1
2391,PALIO 1.8R,28,1
2392,PALIO 16V,28,1
2393,PALIO 16V MPI,28,1
2394,PALIO ADVENTURE 1.6,28,1
2395,PALIO ADVENTURE 1.6 16V,28,1
2396,PALIO ADVENTURE 1.7TD,28,1
2397,PALIO ADVENTURE 1.8MPI,28,1
2398,PALIO ADVENTURE LOCKER,28,1
2399,PALIO ATTRACTIVE 1.4 8V,28,1
2400,PALIO EDX 1.3,28,1
2401,PALIO EL,28,1
2402,PALIO EL 1.6 SPI,28,1
2403,PALIO EL 1.7 TD,28,1
2404,PALIO EL 3P,28,1
2405,PALIO EL 5P,28,1
2406,PALIO EL TD 3P,28,1
2407,PALIO ELD 3P,28,1
2408,PALIO ELD 5P,28,1
2409,PALIO ELX 1.4 8V,28,1
2410,PALIO ELX 1.7TD,28,1
2411,PALIO ELX 1242 FIRE 16V,28,1
2412,PALIO ELX 16V,28,1
2413,PALIO ELX TD,28,1
2414,PALIO ELX TD (3P),28,1
2415,PALIO ELX TD (5P),28,1
2416,PALIO ELX TORQUE 16V (3P),28,1
2417,PALIO ELX TORQUE 16V (5P),28,1
2418,PALIO ESSENCE 1.6 16V,28,1
2419,PALIO EX FIRE 16V,28,1
2420,PALIO EX FIRE 16V (3P),28,1
2421,PALIO EX FIRE 16V (5P),28,1
2422,PALIO EX TD,28,1
2423,PALIO FIRE,28,1
2424,PALIO FIRE 1.4,28,1
2425,PALIO FIRE 1.4 3P,28,1
2426,PALIO FIRE 1.4 5P,28,1
2427,PALIO FIRE 1.4 8V,28,1
2428,PALIO FIRE 1242 MPI 16V,28,1
2429,PALIO FIRE 3P 1.4 8V BENZ,28,1
2430,PALIO FIRE 5P 1.4 8V BENZ,28,1
2431,PALIO FIRE RSTII 3P 1.4 8V,28,1
2432,PALIO FIRE RSTII 5P 1.4 8V,28,1
2433,PALIO HL 16V,28,1
2434,PALIO HL 3P,28,1
2435,PALIO HL 5P,28,1
2436,PALIO HLD 3P,28,1
2437,PALIO HLD 5P,28,1
2438,PALIO HLX 1.8 MPI 8V,28,1
2439,PALIO S (3P),28,1
2440,PALIO S (5P),28,1
2441,PALIO S 1.3 MPI (3 P),28,1
2442,PALIO S 1.3 MPI (5P),28,1
2443,PALIO S 1.3MPI,28,1
2444,PALIO S 1.6 SPI,28,1
2445,PALIO SD (3P),28,1
2446,PALIO SD (5P),28,1
2447,PALIO SPORTING 1.6 16V,28,1
2448,PALIO STILE 1.6 16V,28,1
2449,PALIO STILE 3P,28,1
2450,PALIO STILE 5P,28,1
2451,PALIO STILE TD,28,1
2452,PALIO SX 1.3 MPI,28,1
2453,PALIO SX 1.3 MPI (3P),28,1
2454,PALIO SX 1.3 MPI (5P),28,1
2455,PALIO SX 1.6 SPI,28,1
2456,PALIO SX 1.6 SPI (3P),28,1
2457,PALIO SX 1.6 SPI (5P),28,1
2458,PALIO SX 1.7TD,28,1
2459,PALIO SX TD (3P),28,1
2460,PALIO WEEKEND,28,1
2461,PALIO WEEKEND (F4),28,2
2462,PALIO WEEKEND 1.4,28,1
2463,PALIO WEEKEND 1.6,28,2
2464,PALIO WEEKEND 1.6,28,1
2465,PALIO WEEKEND 1.6 SPI,28,1
2466,PALIO WEEKEND 1.7 TD,28,1
2467,PALIO WEEKEND 16V,28,1
2468,PALIO WEEKEND 16V MPI,28,1
2469,PALIO WEEKEND ELX 1.4,28,1
2470,PALIO WEEKEND ELX 1.7 TD,28,1
2471,PALIO WEEKEND ELX 1.8,28,1
2472,PALIO WEEKEND ELX 16V,28,1
2473,PALIO WEEKEND ELX TD,28,2
2474,PALIO WEEKEND ELX TD,28,1
2475,PALIO WEEKEND ELX,28,2
2476,PALIO WEEKEND ELX,28,1
2477,PALIO WEEKEND STILE 1.6,28,1
2478,PALIO WEEKEND STILE 1.7,28,1
2479,PALIO WEEKEND STILE 16V,28,2
2480,PALIO WEEKEND STILE 16V,28,1
2481,PALIO WEEKEND TD,28,2
2482,PALIO WEEKEND TD,28,1
2483,PALIO WEEKEND TD LUX,28,1
2484,PALIO WEEKEND TDS,28,1
2485,PALIO WEEKEND TDS SW,28,1
2486,PALIO WEEKEND TREKKING,28,1
2487,PALIO YOUNG,28,1
2488,PALIO YOUNG (3P),28,1
2489,PALIO YOUNG (5P),28,1
2490,PALIO YOUNG 1.3 MPI,28,1
2491,PALIO YOUNG TD,28,1
2492,PANDA,28,1
2493,PANDA 1.2 CLIMBING 4X4,28,1
2494,PANDA 1.3 JTD CROSS,28,1
2495,PANDA 4X4,28,1
2496,PANDA TREKKING,28,1
2497,PREMIO CS,28,1
2498,PREMIO CSL,28,1
2499,PULSE DRIVE 1.3 CVT,28,1
2500,PULSE DRIVE 1.3 MT5,28,1
2501,PULSE IMPETUS 1.0T CVT,28,1
2502,PUNTO,28,1
2503,PUNTO ATTRACTIVE 1.4 8V,28,1
2504,PUNTO ELX,28,1
2505,PUNTO ELX 1.3 JTD,28,1
2506,PUNTO ELX 1.4,28,1
2507,PUNTO ESSENCE 1.6 16V,28,1
2508,PUNTO EVO SPIRIT,28,1
2509,PUNTO HLX 1.8,28,1
2510,PUNTO S TD60,28,1
2511,PUNTO SPORTING 1.6 16V,28,1
2512,PUNTO SPORTING1.8,28,1
2513,PUNTO STAR 60,28,1
2514,QUBO 1.4  8V DYNAMIC,28,1
2515,QUBO 1.4 8V ACTIVE,28,1
2516,QUBO 1.4 8V TREKKING,28,2
2517,REGATA DS,28,1
2518,REGATA DS TURBO,28,1
2519,REGATA SD WEEKEND,28,1
2520,REGATA WEEKEND,28,1
2521,REGATTA WE FAMIL.,28,2
2522,SCUDO 2.0 JTD,28,2
2523,SCUDO 2.0 JTD,28,3
2524,SCUDO EL 2.0 JTD,28,3
2525,SIENA (F4) EL 1.4 8V,28,1
2526,SIENA 1.4,28,1
2527,SIENA 1.4 8V ATTRACTIVE,28,1
2528,SIENA 1.4 FIRE,28,1
2529,SIENA 1.6 16V,28,1
2530,SIENA 1.6 16V ESSENCE,28,1
2531,SIENA 1.6 EL,28,1
2532,SIENA ATTRACTIVE 1.4,28,1
2533,SIENA EDX 1.3 MPI,28,1
2534,SIENA EL 1.4,28,1
2535,SIENA EL 1.4 8V,28,1
2536,SIENA EL 1.4 BENZINA,28,1
2537,SIENA EL 1.6,28,1
2538,SIENA EL 1.6 16V,28,1
2539,SIENA EL 1.6SPI,28,1
2540,SIENA EL 4P,28,1
2541,SIENA ELD 4P,28,1
2542,SIENA ELTDS 1.7,28,1
2543,SIENA ELX 1.4,28,1
2544,SIENA ELX 1.4 8V,28,1
2545,SIENA ELX 1.7 TD,28,1
2546,SIENA ELX 16V,28,1
2547,SIENA ELX 4P 1.4RSTIII BZ,28,1
2548,SIENA ELX FIRE 1242 MPI,28,1
2549,SIENA ELX TD,28,1
2550,SIENA ELX TORQUE 16V,28,1
2551,SIENA ESSENCE 1.6 16V BZ,28,1
2552,SIENA EX FIRE 1.3 MPI 16V,28,1
2553,SIENA EX FIRE 1242 MPI 16V,28,1
2554,SIENA EX FIRE 16V,28,1
2555,SIENA EX FIRE 16V P/GNC,28,1
2556,SIENA EX TD,28,1
2557,SIENA FIRE 1.4,28,1
2558,SIENA FIRE 1242 MPI 16V,28,1
2559,SIENA FIRE 4P 1.4MPI 8V HP,28,1
2560,SIENA FLP ELX 1.4 BENZI,28,1
2561,SIENA FLP HLX 1.8 BENZI,28,1
2562,SIENA HL 4P,28,1
2563,SIENA HLD 4P,28,1
2564,SIENA HLX 1.8MPI 8V,28,1
2565,SIENA S,28,1
2566,SIENA SD,28,1
2567,SIENA STILE 4P,28,1
2568,SIENA STILE TD,28,1
2569,SIENA SX 1.6 SPI,28,1
2570,SIENA SX 1.6 SPI P/GNC,28,1
2571,SPAZIO TR,28,1
2572,STILE 1.6 16V MPI,28,1
2573,STILO 1.6,28,1
2574,STILO 1.8 16V,28,1
2575,STILO 1.8 16V MPI,28,1
2576,STILO 1.8 MPI 8V,28,1
2577,STILO 1.9 JTD,28,1
2578,STRADA 1.3,28,2
2579,STRADA ADVENTURE (F4) 1.6,28,2
2580,STRADA ADVENTURE 1.6,28,2
2581,STRADA ADVENTURE 1.7TD,28,2
2582,STRADA ADVENTURE 1.8MPI,28,2
2583,STRADA ENDURANCE 1.4 CD,28,2
2584,STRADA ENDURANCE 1.4 CS,28,2
2585,STRADA EX 1.7TD,28,2
2586,STRADA FIRE MPI 8V,28,2
2587,STRADA FREEDOM 1.4 CD,28,2
2588,STRADA LX 1.6MPI 16V,28,2
2589,STRADA LX 1.7TD,28,2
2590,STRADA TREKKING (F4) 1.3,28,2
2591,STRADA TREKKING (F4) 1.4,28,2
2592,STRADA TREKKING 1.3 16V,28,2
2593,STRADA TREKKING 1.3 JTD,28,2
2594,STRADA TREKKING 1.4,28,2
2595,STRADA TREKKING 1.6,28,2
2596,STRADA TREKKING 1.7TD,28,2
2597,STRADA TREKKING 1.8 MPI,28,2
2598,STRADA TREKKING 1.8MPI,28,2
2599,STRADA TREKKING 1.8MPI8V,28,2
2600,STRADA VOLCANO 1.3 CD,28,2
2601,STRADA WORKING (F4) 1.4,28,2
2602,STRADA WORKING 1.4,28,2
2603,STRADA WORKING 1.4 8V,28,2
2604,STRADA WORKING 1.7 TD,28,2
2605,TEMPRA,28,1
2606,TEMPRA 2.0,28,1
2607,TEMPRA 2.0 I.E.,28,1
2608,TEMPRA 2.0 TURBO,28,1
2609,TEMPRA SXI,28,1
2610,TEMPRA TDS,28,1
2611,TIPO 1.6,28,1
2612,TIPO 1.6 IE,28,1
2613,TIPO 1.6 IE SPORT,28,1
2614,TIPO 1.6 IE SX,28,1
2615,TIPO 1.6 MPI,28,1
2616,TIPO 1.6 SX,28,1
2617,TIPO EASY 1.6 AT6,28,1
2618,TIPO POP 1.6 AT6,28,1
2619,TORO ENDURANCE 2.0 AT9,28,2
2620,TORO FREEDOM 1.8 16V 4X2,28,2
2621,TORO FREEDOM 1.8 CD AT6,28,2
2622,TORO FREEDOM 2.0 16V 4X2,28,2
2623,TORO FREEDOM 2.0 16V 4X4,28,2
2624,TORO FREEDOM 2.0 CD AT9,28,2
2625,TORO RANCH 2.0 AT9 4WD,28,2
2626,TORO ULTRA 2.0 CD AT9 4X4,28,2
2627,TORO VOLCANO 1.3T CD,28,2
2628,TORO VOLCANO 2.0 16V 4X4,28,2
2629,TORO VOLCANO 2.0 CD AT9,28,2
2630,UNO,28,1
2631,UNO 1.0 IE,28,1
2632,UNO 1.3,28,1
2633,UNO 1.3 MPI 8V FIRE,28,1
2634,UNO 1.3MPI,28,1
2635,UNO 1.4 8V,28,1
2636,UNO 1.7 D,28,1
2637,UNO 1.7 DS,28,1
2638,UNO 45 STYLE,28,1
2639,UNO 60 S,28,1
2640,UNO 60 SD,28,1
2641,UNO BASE FIRE,28,1
2642,UNO CDL 3P,28,1
2643,UNO CL 1.7D,28,1
2644,UNO CLI,28,1
2645,UNO CS,28,1
2646,UNO CS 1.7D,28,1
2647,UNO CS 3P,28,1
2648,UNO CS 5P,28,1
2649,UNO CS DIESEL,28,1
2650,UNO CSAA 3P,28,1
2651,UNO CSAA 5P,28,1
2652,UNO CSD 1.7/3P,28,1
2653,UNO CSD 1.7/5P,28,1
2654,UNO CSDAA 1.7/3P,28,1
2655,UNO CSDAA 1.7/5P,28,1
2656,UNO CSL,28,1
2657,UNO DIESEL,28,1
2658,UNO DS,28,1
2659,UNO FIRE 1.0 IE,28,1
2660,UNO FIRE 1242 MPI 8V,28,2
2661,UNO FIRE 1242 MPI 8V,28,1
2662,UNO FIRE MPI 8V,28,1
2663,UNO S,28,1
2664,UNO S (1.4 - 3 P.),28,1
2665,UNO S (1.4 - 5 P.),28,1
2666,UNO S (1.7 D.- 3 P.),28,1
2667,UNO S (1.7 D.- 5 P.),28,1
2668,UNO S 1.3,28,1
2669,UNO S 1.3 MPI,28,1
2670,UNO S 1.3 MPI (3P),28,1
2671,UNO S 1.3 MPI (5P),28,1
2672,UNO S 1.4 INYECCION 3P,28,1
2673,UNO S 1.4 INYECCION 5P,28,1
2674,UNO S 1.4 SPI (3P) S.E.,28,1
2675,UNO S 1.4 SPI (5P) S.E.,28,1
2676,UNO S 1.4/CARB/3P,28,1
2677,UNO S 1.4/CARB/5P,28,1
2678,UNO S CARGO,28,2
2679,"UNO SAA (1,7 D.- 3 P.)",28,1
2680,"UNO SAA (1,7 D.- 5 P.)",28,1
2681,UNO SAA (1.7 D.- 3 P.),28,1
2682,UNO SAA (1.7 D.- 5 P.),28,1
2683,"UNO SC (1,4 - 3 P.)",28,1
2684,UNO SC (1.4 - 3 P.),28,1
2685,UNO SCR,28,1
2686,UNO SCRI 3P,28,1
2687,UNO SCRI 5P,28,1
2688,UNO SCV /SCR 3P,28,1
2689,UNO SCV-5P/ SCR 5P,28,1
2690,UNO SL 1.4 / 1.4 (3P) CL 1.6,28,1
2691,UNO SMART,28,1
2692,UNO SMART 1.1,28,1
2693,UNO SPORTING 1.4 8V,28,1
2694,UNO STING,28,1
2695,UNO STING 1.0 IE,28,1
2696,UNO SUITE,28,1
2697,UNO SUITE 1.4IE,28,1
2698,UNO SX (3 P.),28,1
2699,UNO SX (5 P.),28,1
2700,UNO SX 1.4 IE,28,1
2701,UNO SXAA (3 P.),28,1
2702,UNO SXAA (5 P.),28,1
2703,UNO TURBO 1.4 IE,28,1
2704,UNO VAN FIRE 1242 MPI 8V,28,2
2705,UNO VAN FIRE MPI 8V,28,2
2706,UNO WAY 1.3,28,1
2707,UNO WAY 1.3 MPI 8V,28,1
2708,UNO WAY 1.4,28,1
2709,UNO WAY 1.4 8V,28,1
2710,VETRATO GV 2800 DSPM,28,3
2711,WEEKEND ADVENTURE 1.6,28,2
2712,WEEKEND ADVENTURE 1.6,28,1
2713,WEEKEND ATTRACTIVE 1.4,28,2
2714,WEEKEND ATTRACTIVE 1.4,28,1
2715,WORKING 1.7D,28,2
2716,150 CUSTOM,29,2
2717,BRONCO SPORT BIG BEND,29,2
2718,BRONCO SPORT WILDTRAK,29,2
2719,COURIER,29,2
2720,COURIER SI,29,2
2721,COURIER XL,29,2
2722,COURIER XL PLUS,29,2
